entity,correct,incorrect,model,item_id,condition,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting,task,is_correct,model_family,model_size,correct_first,exemplar,exemplar_de,unique_id,syllogism_name,order_first,is_valid,is_realistic,is_consistent,profession
,invalid,valid,rwkv-4-1b5-pile,,,1.887,5.848,1.0,4.4294826364280654e-05,-0.6914,-14.55,1.0136,-2.0100000000000016,115.6382,18,2.130000000000001,2.130000000000001,0.9166666666666666,2.0748940162159726,22,257.23539999999997,0,1.8106000000000004,27.84300000000001,20,43.9379857227723,39.930817118059856,20,syllogism,True,RWKV,1400,,,,nonsense_trime_dimp_mag^nonsense^invalid,nonsense_trime_dimp_mag,2.0,False,False,True,
,valid,invalid,rwkv-4-1b5-pile,,,1.743,5.906,0.3333333333333333,0.0001354462955438,-2.236,-12.36,-1.6286,2.1560000000000006,113.5751,18,0.0,0.0,1.0,1.4560116795313702,17,235.393,0,27.087,3.3706,10,39.65322246372686,45.11810827067055,2,syllogism,False,RWKV,1400,,,,nonsense_kemp_clud_thrund^nonsense^valid,nonsense_kemp_clud_thrund,1.0,True,False,False,
,valid,invalid,rwkv-4-1b5-pile,,,1.682,5.9,0.3333333333333333,0.0001329787234042,-2.117,-12.375,-1.5555,2.115,114.1225,18,0.0,0.0,1.0,1.4698535625456124,17,234.37600000000003,0,26.460000000000004,3.2444999999999995,10,39.19462159355545,45.02833885509021,2,syllogism,False,RWKV,1400,,,,nonsense_kemp_clud_thrund^nonsense^valid,nonsense_kemp_clud_thrund,2.0,True,False,False,
,invalid,valid,rwkv-4-1b5-pile,,,1.874,5.918,1.0,4.6125461254612545e-05,-0.5977,-14.41,1.5292999999999997,-2.0999999999999996,115.5645,18,2.2200000000000006,2.2200000000000006,0.9166666666666666,2.0818643620583233,22,257.69469999999995,0,3.0912999999999995,27.69400000000001,20,46.35968834154302,38.062232206057125,20,syllogism,True,RWKV,1400,,,,nonsense_frupt_liff_blop^nonsense^invalid,nonsense_frupt_liff_blop,1.0,False,False,False,
,invalid,valid,rwkv-4-1b5-pile,,,1.922,5.992,1.0,4.639510067736847e-05,-0.6333,-14.37,1.2877,-2.1899999999999995,116.5571,18,2.2200000000000006,2.2200000000000006,0.9166666666666666,2.099403399666342,22,257.09029999999996,0,2.4372000000000003,28.639,20,45.337698071859336,40.60512353586128,20,syllogism,True,RWKV,1400,,,,nonsense_frupt_liff_blop^nonsense^invalid,nonsense_frupt_liff_blop,2.0,False,False,False,
,valid,invalid,rwkv-4-1b5-pile,,,1.763,6.01,0.5,0.0001515840533575,-1.668,-12.164,-1.0337,2.176,116.0311,18,0.0,0.0,1.0,1.7583914560764045,17,228.512,0,30.264999999999993,1.4867000000000004,10,41.699274604992226,41.51576520352707,2,syllogism,False,RWKV,1400,,,,nonsense_gand_yusp_druff^nonsense^valid,nonsense_gand_yusp_druff,1.0,True,False,True,
,valid,invalid,rwkv-4-1b5-pile,,,1.826,6.0,0.5,0.0001556662515566,-1.714,-12.125,-1.0485,2.1850000000000005,116.7372,18,0.0,0.0,1.0,1.80570101765692,17,228.778,0,29.647,1.6264999999999996,10,44.04942064153593,42.33698272259552,2,syllogism,False,RWKV,1400,,,,nonsense_gand_yusp_druff^nonsense^valid,nonsense_gand_yusp_druff,2.0,True,False,True,
,invalid,valid,rwkv-4-1b5-pile,,,1.79,6.023,1.0,4.7614512903532995e-05,-0.669,-14.29,0.934,-2.094999999999999,116.6373,18,2.25,2.25,0.9166666666666666,2.0875419289629487,22,255.858,0,1.4500000000000002,29.656999999999996,20,42.29278854877137,40.938996708423495,20,syllogism,True,RWKV,1400,,,,nonsense_glap_phropt_soff^nonsense^invalid,nonsense_glap_phropt_soff,1.0,False,False,True,
,invalid,valid,rwkv-4-1b5-pile,,,1.916,5.99,1.0,4.722773212430339e-05,-0.7544,-14.33,0.8706,-2.0999999999999996,116.2627,18,2.25,2.25,0.9166666666666666,2.0729974773896185,22,256.8434,0,1.5576,29.076,20,42.17712410946595,40.0813535226484,20,syllogism,True,RWKV,1400,,,,nonsense_glap_phropt_soff^nonsense^invalid,nonsense_glap_phropt_soff,2.0,False,False,True,
,valid,invalid,rwkv-4-1b5-pile,,,1.446,6.06,0.5,0.0001370238421485,-2.234,-12.29,-1.8278,2.020000000000002,115.1159,18,0.0,0.0,1.0,1.6492057351949592,17,234.182,0,25.035,3.9938,10,38.002328384506406,49.060366682578746,2,syllogism,False,RWKV,1400,,,,nonsense_vonk_jang_fress^nonsense^valid,nonsense_vonk_jang_fress,1.0,True,False,False,
,valid,invalid,rwkv-4-1b5-pile,,,1.519,6.06,0.5,0.0001348072256672,-2.115,-12.305,-1.6710000000000005,1.9749999999999996,114.8147,18,0.0,0.0,1.0,1.6710001771814624,17,232.923,0,26.539,3.2880000000000003,10,38.440644819426495,46.16651146455382,2,syllogism,False,RWKV,1400,,,,nonsense_vonk_jang_fress^nonsense^valid,nonsense_vonk_jang_fress,2.0,True,False,False,
,invalid,valid,rwkv-4-1b5-pile,,,1.716,6.062,1.0,4.810930433945925e-05,-0.5884,-14.26,1.3266,-2.0199999999999996,116.0214,18,2.08,2.08,0.9166666666666666,2.10791395116931,22,255.6314,0,2.2956,27.325,20,43.2724836130374,38.95569684131859,20,syllogism,True,RWKV,1400,,,,nonsense_zint_thade_snaff^nonsense^invalid,nonsense_zint_thade_snaff,1.0,False,False,False,
,invalid,valid,rwkv-4-1b5-pile,,,1.788,6.094,1.0,4.803766152663688e-05,-0.6235,-14.24,1.2105,-2.0199999999999996,115.9246,18,2.110000000000001,2.110000000000001,0.9166666666666666,2.0900594564899424,22,255.7375,0,1.9585000000000004,28.005000000000003,20,42.84089988428584,39.13730727437724,20,syllogism,True,RWKV,1400,,,,nonsense_zint_thade_snaff^nonsense^invalid,nonsense_zint_thade_snaff,2.0,False,False,False,
,valid,invalid,rwkv-4-1b5-pile,,,1.694,5.895,0.5,0.00013583265417,-1.639,-12.38,-1.053,2.08,115.5764,18,0.0,0.0,1.0,1.7301085985813804,17,230.357,0,29.242000000000004,1.739,10,42.29865808748237,43.209299755148166,13,syllogism,False,RWKV,1400,,,,nonsense_yoct_fisk_nand^nonsense^valid,nonsense_yoct_fisk_nand,1.0,True,False,True,
,valid,invalid,rwkv-4-1b5-pile,,,1.645,5.906,0.5,0.0001361099768613,-1.759,-12.375,-1.221,2.0749999999999993,115.8798,18,0.0,0.0,1.0,1.7291274387352835,17,230.377,0,28.098000000000003,2.276,10,39.20023218202923,43.97061345266592,2,syllogism,False,RWKV,1400,,,,nonsense_yoct_fisk_nand^nonsense^valid,nonsense_yoct_fisk_nand,2.0,True,False,True,
,invalid,valid,rwkv-4-1b5-pile,,,2.023,5.92,1.0,4.3389595175077016e-05,-0.8,-14.58,1.231,-2.205,114.5744,18,2.209999999999999,2.209999999999999,0.9166666666666666,2.018671586826638,22,261.473,0,2.02,29.165000000000003,20,46.23953543145859,45.03766106363126,20,syllogism,True,RWKV,1400,,,,nonsense_flact_frep_blen^nonsense^invalid,nonsense_flact_frep_blen,1.0,False,False,True,
,invalid,valid,rwkv-4-1b5-pile,,,1.871,5.934,1.0,4.300890284288848e-05,-0.7437,-14.586,1.2283,-2.1959999999999997,114.5715,18,2.1999999999999993,2.1999999999999993,0.9166666666666666,2.0120243356552763,22,261.07169999999996,0,2.0883000000000003,29.336,20,46.907972310548985,44.059519700788734,20,syllogism,True,RWKV,1400,,,,nonsense_flact_frep_blen^nonsense^invalid,nonsense_flact_frep_blen,2.0,False,False,True,
,valid,invalid,rwkv-4-1b5-pile,,,1.798,5.92,0.3333333333333333,0.0001459854014598,-2.53,-12.24,-1.9259999999999995,2.1739999999999995,113.6102,18,0.0,0.0,1.0,1.2240259283773551,17,236.527,0,25.09200000000001,4.098999999999998,10,37.04714727603346,46.76434124562048,2,syllogism,False,RWKV,1400,,,,nonsense_sclace_dact_yink^nonsense^valid,nonsense_sclace_dact_yink,1.0,True,False,False,
,valid,invalid,rwkv-4-1b5-pile,,,1.836,5.906,0.3333333333333333,0.0001497902935889,-2.422,-12.21,-1.7970000000000002,2.1999999999999993,113.677,18,0.0,0.0,1.0,1.2397508760494065,17,235.372,0,25.753999999999987,3.5630000000000006,10,37.71489362115786,44.70793109486507,2,syllogism,False,RWKV,1400,,,,nonsense_sclace_dact_yink^nonsense^valid,nonsense_sclace_dact_yink,2.0,True,False,False,
,invalid,valid,rwkv-4-1b5-pile,,,1.825,5.934,1.0,4.54297655824096e-05,-0.656,-14.47,1.3499999999999996,-2.120000000000001,115.5046,18,2.1499999999999986,2.1499999999999986,0.9166666666666666,2.0659694739790577,22,256.904,0,3.126,27.051,20,45.56747324904667,36.96980747184119,20,syllogism,True,RWKV,1400,,,,nonsense_bisk_uft_glap^nonsense^invalid,nonsense_bisk_uft_glap,1.0,False,False,False,
,invalid,valid,rwkv-4-1b5-pile,,,1.845,5.953,1.0,4.576240161083654e-05,-0.69,-14.43,1.376,-2.129999999999999,115.3984,18,2.1449999999999996,2.1449999999999996,0.9166666666666666,2.0879128290404196,22,256.777,0,3.22,26.842999999999996,20,45.57351542124918,36.88210965815887,20,syllogism,True,RWKV,1400,,,,nonsense_bisk_uft_glap^nonsense^invalid,nonsense_bisk_uft_glap,2.0,False,False,False,
,valid,invalid,rwkv-4-1b5-pile,,,1.85,5.94,0.3333333333333333,0.0001393145723042,-2.42,-12.3,-1.8214,2.1449999999999996,114.2353,18,0.0,0.0,1.0,1.3488487140372096,17,236.552,0,25.793,3.9224,10,37.12655868212375,48.82974991712035,2,syllogism,False,RWKV,1400,,,,nonsense_phrist_biss_skemp^nonsense^valid,nonsense_phrist_biss_skemp,1.0,True,False,True,
,valid,invalid,rwkv-4-1b5-pile,,,1.838,5.973,0.3333333333333333,0.0001378359751895,-2.445,-12.305,-1.8156,2.0950000000000006,113.8965,18,0.0,0.0,1.0,1.3998873734146198,17,236.758,0,25.696000000000005,3.8716,10,36.73433538943434,48.38364339589631,2,syllogism,False,RWKV,1400,,,,nonsense_phrist_biss_skemp^nonsense^valid,nonsense_phrist_biss_skemp,2.0,True,False,True,
,invalid,valid,rwkv-4-1b5-pile,,,1.681,5.914,1.0,4.46907400786557e-05,-0.5596,-14.51,1.6904,-2.205,113.7695,18,2.205,2.205,0.9166666666666666,2.0743168999284225,22,258.64959999999996,0,3.4574,27.805,20,46.82907880493322,39.496816520427295,20,syllogism,True,RWKV,1400,,,,nonsense_rimp_thomp_zin^nonsense^invalid,nonsense_rimp_thomp_zin,1.0,False,False,True,
,invalid,valid,rwkv-4-1b5-pile,,,1.736,5.9,1.0,4.438723423143504e-05,-0.577,-14.52,1.665,-2.1999999999999993,114.1484,18,2.1999999999999993,2.1999999999999993,0.9166666666666666,2.0804244315059583,22,259.046,0,3.4150000000000005,27.862,20,45.51188526478347,38.580132680559,20,syllogism,True,RWKV,1400,,,,nonsense_rimp_thomp_zin^nonsense^invalid,nonsense_rimp_thomp_zin,2.0,False,False,True,
,valid,invalid,rwkv-4-1b5-pile,,,1.738,5.95,0.3333333333333333,0.0001450536698578,-2.037,-12.22,-1.4706,2.109999999999999,115.3494,18,0.0,0.0,1.0,1.5058669844455548,17,231.65,0,26.848,3.1036,10,38.76709475185416,46.2712999938947,2,syllogism,False,RWKV,1400,,,,nonsense_sland_spluff_gusp^nonsense^valid,nonsense_sland_spluff_gusp,1.0,True,False,False,
,valid,invalid,rwkv-4-1b5-pile,,,1.654,5.95,0.5,0.0001443418013856,-1.997,-12.22,-1.4667,2.08,115.8392,18,0.0,0.0,1.0,1.803567283728611,17,230.288,0,27.23600000000001,3.0537,10,39.89499566857348,47.52843865818866,2,syllogism,False,RWKV,1400,,,,nonsense_sland_spluff_gusp^nonsense^valid,nonsense_sland_spluff_gusp,2.0,True,False,False,
,invalid,valid,rwkv-4-1b5-pile,,,1.913,5.92,1.0,4.565376186997809e-05,-0.6665,-14.445,1.3954999999999995,-2.135,114.0024,18,2.226000000000001,2.226000000000001,0.9166666666666666,2.06862153797134,22,258.1895,0,2.9094999999999995,26.944,20,44.76869808387329,38.70995306616746,20,syllogism,True,RWKV,1400,,,,nonsense_gick_criff_riff^nonsense^invalid,nonsense_gick_criff_riff,1.0,False,False,False,
,invalid,valid,rwkv-4-1b5-pile,,,1.981,5.92,1.0,4.567461404951128e-05,-0.719,-14.43,1.285,-2.119999999999999,113.7112,18,2.2600000000000016,2.2600000000000016,0.9166666666666666,2.0691382280309214,22,258.423,0,2.511000000000001,27.915,20,44.94271264330591,40.610302540606305,20,syllogism,True,RWKV,1400,,,,nonsense_gick_criff_riff^nonsense^invalid,nonsense_gick_criff_riff,2.0,False,False,False,
,valid,invalid,rwkv-4-1b5-pile,,,1.785,5.97,0.5,0.00015625,-1.894,-12.125,-1.281,2.0649999999999995,115.1595,18,0.0,0.0,1.0,1.6562562851336384,17,231.428,0,25.842,2.6959999999999997,10,38.564940933306936,42.26067871935224,2,syllogism,False,RWKV,1400,,,,nonsense_shiff_yot_plusk^nonsense^valid,nonsense_shiff_yot_plusk,1.0,True,False,True,
,valid,invalid,rwkv-4-1b5-pile,,,1.986,5.98,0.5,0.0001514692517418,-1.733,-12.15,-0.9664,2.01,115.717,18,0.0,0.0,1.0,1.6756856172970895,17,230.028,0,27.576999999999995,1.6714,10,39.07041179642076,39.795472460723374,13,syllogism,False,RWKV,1400,,,,nonsense_shiff_yot_plusk^nonsense^valid,nonsense_shiff_yot_plusk,2.0,True,False,True,
,invalid,valid,rwkv-4-1b5-pile,,,1.781,5.9,1.0,4.669406051550243e-05,-0.651,-14.41,1.188,-2.074,114.3622,18,2.110000000000001,2.110000000000001,0.9166666666666666,2.089943760320511,22,256.19,0,2.391,26.38,20,43.190137437591595,35.68886696490657,20,syllogism,True,RWKV,1400,,,,nonsense_zoft_chand_splink^nonsense^invalid,nonsense_zoft_chand_splink,1.0,False,False,True,
,invalid,valid,rwkv-4-1b5-pile,,,1.894,5.902,1.0,4.578335317278638e-05,-0.7397,-14.45,1.0153,-2.08,115.4145,18,2.1140000000000008,2.1140000000000008,0.9166666666666666,2.101461607023967,22,257.2537,0,1.9443,27.40000000000001,20,41.2499096266161,36.08730506329001,20,syllogism,True,RWKV,1400,,,,nonsense_zoft_chand_splink^nonsense^invalid,nonsense_zoft_chand_splink,2.0,False,False,True,
,invalid,valid,rwkv-4-1b5-pile,,,2.049,5.92,1.0,4.808154630252909e-05,-0.7646,-14.33,1.0934,-2.08,114.7609,18,2.094999999999999,2.094999999999999,0.9166666666666666,2.0544630215702826,22,259.77459999999996,0,1.6784,27.055999999999997,20,41.576877459518286,42.19723591122577,20,syllogism,True,RWKV,1400,,,,nonsense_dask_flump_fect^nonsense^invalid,nonsense_dask_flump_fect,1.0,False,False,False,
,invalid,valid,rwkv-4-1b5-pile,,,2.006,5.848,1.0,4.778515792994696e-05,-0.7354,-14.36,1.1936,-2.023999999999999,113.866,18,2.0600000000000005,2.0600000000000005,0.9166666666666666,2.067554763436834,22,258.92539999999997,0,1.9826,26.702,20,41.13916524181846,39.73099385164788,20,syllogism,True,RWKV,1400,,,,nonsense_dask_flump_fect^nonsense^invalid,nonsense_dask_flump_fect,2.0,False,False,False,
,valid,invalid,rwkv-4-1b5-pile,,,1.858,5.98,0.5,0.0001342822613132,-1.7705,-12.336,-1.0884999999999998,2.0389999999999997,116.0017,18,0.0,0.0,1.0,1.7001908309873692,17,231.2485,0,28.662999999999997,1.7294999999999998,10,41.31879038972486,42.66912956024272,2,syllogism,False,RWKV,1400,,,,nonsense_hap_thrum_zid^nonsense^valid,nonsense_hap_thrum_zid,1.0,True,False,False,
,valid,invalid,rwkv-4-1b5-pile,,,1.808,5.96,0.5,0.0001355932203389,-1.83,-12.336,-1.175,1.984,115.612,18,0.0,0.0,1.0,1.6729133753059735,17,232.655,0,26.924000000000003,2.058,10,40.59372972542224,41.90073788957345,2,syllogism,False,RWKV,1400,,,,nonsense_hap_thrum_zid^nonsense^valid,nonsense_hap_thrum_zid,2.0,True,False,False,
,valid,invalid,rwkv-4-1b5-pile,,,1.709,5.97,0.5,0.0001238083446824,-1.813,-12.5,-1.2,2.08,116.2493,18,0.0,0.0,1.0,1.7005110152075853,17,232.14,0,27.876000000000005,2.16,10,38.51591302172075,41.02203341783529,2,syllogism,False,RWKV,1400,,,,nonsense_teft_yact_jund^nonsense^valid,nonsense_teft_yact_jund,1.0,True,False,True,
,valid,invalid,rwkv-4-1b5-pile,,,1.696,5.953,0.5,0.000122940742562,-1.833,-12.516,-1.242,2.0540000000000003,116.1894,18,0.0,0.0,1.0,1.6732658464658927,17,233.172,0,27.270999999999997,2.29,10,37.70695248054883,42.7204017072184,2,syllogism,False,RWKV,1400,,,,nonsense_teft_yact_jund^nonsense^valid,nonsense_teft_yact_jund,2.0,True,False,True,
,invalid,valid,rwkv-4-1b5-pile,,,1.659,5.98,1.0,4.234955321221361e-05,-0.539,-14.65,1.565,-2.1500000000000004,114.0333,18,2.200000000000001,2.200000000000001,0.9166666666666666,2.08834313884028,22,259.34,0,3.1049999999999995,29.046000000000003,20,47.883006270544506,38.18399006813286,20,syllogism,True,RWKV,1400,,,,nonsense_troff_plam_sphob^nonsense^invalid,nonsense_troff_plam_sphob,1.0,False,False,True,
,invalid,valid,rwkv-4-1b5-pile,,,2.05,5.977,1.0,4.2078687144961075e-05,-0.737,-14.69,1.339,-2.139999999999999,116.2715,18,2.216000000000001,2.216000000000001,0.9166666666666666,2.0444991614964203,22,259.977,0,2.487,30.422,20,48.45476839439457,40.11506021186389,20,syllogism,True,RWKV,1400,,,,nonsense_troff_plam_sphob^nonsense^invalid,nonsense_troff_plam_sphob,2.0,False,False,True,
,valid,invalid,rwkv-4-1b5-pile,,,1.732,5.895,0.3333333333333333,0.0001451168190393,-2.242,-12.26,-1.656,2.25,114.5327,18,0.0,0.0,1.0,1.484791393269175,17,234.559,0,26.226999999999993,3.603,10,38.82458170452388,47.34110974072405,2,syllogism,False,RWKV,1400,,,,nonsense_zeff_zaff_zom^nonsense^valid,nonsense_zeff_zaff_zom,1.0,True,False,False,
,valid,invalid,rwkv-4-1b5-pile,,,1.7295,5.926,0.3333333333333333,0.000143389733295,-2.23,-12.26,-1.6425999999999998,2.17,113.9987,18,0.0,0.0,1.0,1.485890121518773,17,234.506,0,26.143,3.6116,10,38.08640089486722,46.62856500455524,2,syllogism,False,RWKV,1400,,,,nonsense_zeff_zaff_zom^nonsense^valid,nonsense_zeff_zaff_zom,2.0,True,False,False,
,invalid,valid,rwkv-4-1b5-pile,,,1.783,5.934,1.0,4.484506031660613e-05,-0.6123,-14.47,1.3337,-2.1340000000000003,115.3344,18,2.1340000000000003,2.1340000000000003,0.9166666666666666,2.2126685012502794,22,256.7363,0,2.7017,27.709999999999997,20,41.77566492498126,38.955092624098334,20,syllogism,True,RWKV,1400,,,,nonsense_yuft_yab_sunt^nonsense^invalid,nonsense_yuft_yab_sunt,1.0,False,False,False,
,invalid,valid,rwkv-4-1b5-pile,,,1.835,5.86,1.0,4.429875077522814e-05,-0.631,-14.555,1.377,-2.164999999999999,115.4603,18,2.164999999999999,2.164999999999999,0.9166666666666666,2.170477154383204,22,258.025,0,2.7350000000000003,27.992,20,41.84842994164876,40.14695424941864,20,syllogism,True,RWKV,1400,,,,nonsense_yuft_yab_sunt^nonsense^invalid,nonsense_yuft_yab_sunt,2.0,False,False,False,
,invalid,valid,rwkv-4-1b5-pile,,,1.741,5.95,1.0,4.396570674873599e-05,-0.6577,-14.5,0.9263,-2.109999999999999,114.6811,18,2.2639999999999993,2.2639999999999993,0.9166666666666666,2.037508024222759,22,257.98969999999997,0,1.5593,30.836999999999993,20,44.37077788596436,43.71597905270249,20,syllogism,True,RWKV,1400,,,,nonsense_plig_prash_lupt^nonsense^invalid,nonsense_plig_prash_lupt,1.0,False,False,True,
,invalid,valid,rwkv-4-1b5-pile,,,1.803,5.914,1.0,4.4241914790072115e-05,-0.6953,-14.52,0.9007000000000001,-2.16,114.4609,18,2.3199999999999985,2.3199999999999985,0.9166666666666666,2.024730751206637,22,258.5393,0,1.3622,31.143,20,43.49725241897121,44.75661373946824,20,syllogism,True,RWKV,1400,,,,nonsense_plig_prash_lupt^nonsense^invalid,nonsense_plig_prash_lupt,2.0,False,False,True,
,valid,invalid,rwkv-4-1b5-pile,,,1.603,5.89,0.5,0.0001124353496739,-1.789,-12.68,-1.2399999999999998,2.0540000000000003,112.9916,18,0.0,0.0,1.0,1.57289121094004,17,235.791,0,28.376000000000005,2.5759999999999996,10,41.29807437074478,47.00188492992533,2,syllogism,False,RWKV,1400,,,,nonsense_thrag_ont_vept^nonsense^valid,nonsense_thrag_ont_vept,1.0,True,False,True,
,valid,invalid,rwkv-4-1b5-pile,,,1.63,5.984,0.5,0.0001154334526145,-1.807,-12.59,-1.2557,2.074,114.1462,18,0.0,0.0,1.0,1.675511492448713,17,234.0375,0,28.621,2.6072,10,40.562310429969145,46.36728421516904,2,syllogism,False,RWKV,1400,,,,nonsense_thrag_ont_vept^nonsense^valid,nonsense_thrag_ont_vept,2.0,True,False,True,
,invalid,valid,rwkv-4-1b5-pile,,,1.817,5.91,1.0,4.595165885488466e-05,-0.6416,-14.41,1.5514,-2.0299999999999994,114.0327,18,2.1159999999999997,2.1159999999999997,0.9166666666666666,2.0432944048989112,22,258.4976,0,3.4404000000000003,25.736,20,46.993943789316305,37.737681242035954,20,syllogism,True,RWKV,1400,,,,nonsense_blep_jict_zamp^nonsense^invalid,nonsense_blep_jict_zamp,1.0,False,False,False,
,invalid,valid,rwkv-4-1b5-pile,,,1.87,5.906,1.0,4.630487127245786e-05,-0.6655,-14.39,1.4645,-2.020000000000002,114.2254,18,2.1020000000000003,2.1020000000000003,0.9166666666666666,2.0432608362971827,22,258.2655,0,3.2055,25.979,20,46.17479787214585,38.59215228740472,20,syllogism,True,RWKV,1400,,,,nonsense_blep_jict_zamp^nonsense^invalid,nonsense_blep_jict_zamp,2.0,False,False,False,
,valid,invalid,rwkv-4-1b5-pile,,,1.932,5.9,0.3333333333333333,0.000139879703455,-2.111,-12.3,-1.3610000000000002,2.113999999999999,114.4883,18,0.0,0.0,1.0,1.485196812019708,17,234.141,0,27.638,2.7735000000000003,10,43.150777001529455,46.08071261927801,2,syllogism,False,RWKV,1400,,,,nonsense_gapt_prash_glemp^nonsense^valid,nonsense_gapt_prash_glemp,1.0,True,False,False,
,valid,invalid,rwkv-4-1b5-pile,,,1.808,5.9,0.3333333333333333,0.0001410636196924,-2.092,-12.29,-1.428,2.1800000000000015,113.8364,18,0.0,0.0,1.0,1.484788314334017,17,234.161,0,27.918000000000003,3.022,10,42.921519724816626,48.57975504224102,2,syllogism,False,RWKV,1400,,,,nonsense_gapt_prash_glemp^nonsense^valid,nonsense_gapt_prash_glemp,2.0,True,False,False,
,valid,invalid,rwkv-4-1b5-pile,,,2.207,5.773,0.3333333333333333,0.0001184693756663,-2.107,-12.64,-1.3043000000000002,2.0299999999999994,113.27949999999998,18,0.0,0.0,1.0,1.2332259941516617,17,240.112,0,25.008000000000003,2.7343,10,36.849999828739755,41.84946574259777,2,syllogism,False,RWKV,1400,,,,nonsense_luft_noct_vosk^nonsense^valid,nonsense_luft_noct_vosk,1.0,True,False,False,
,valid,invalid,rwkv-4-1b5-pile,,,2.21,5.82,0.3333333333333333,0.0001198465963566,-2.004,-12.59,-1.207,1.965,114.3751,18,0.0,0.0,1.0,1.381747152381299,17,238.634,0,25.359,2.6499999999999995,10,36.35956965857292,41.97583345837622,2,syllogism,False,RWKV,1400,,,,nonsense_luft_noct_vosk^nonsense^valid,nonsense_luft_noct_vosk,2.0,True,False,False,
,invalid,valid,rwkv-4-1b5-pile,,,1.837,5.92,1.0,4.7440580672707434e-05,-0.6143,-14.336,1.6757,-2.016,113.5793,18,2.016,2.016,0.9166666666666666,2.09276840916539,22,257.37530000000004,0,3.4717,25.604,20,45.3004092376952,37.17627712767593,20,syllogism,True,RWKV,1400,,,,nonsense_wib_mact_boct^nonsense^invalid,nonsense_wib_mact_boct,1.0,False,False,False,
,invalid,valid,rwkv-4-1b5-pile,,,1.813,5.926,1.0,4.7109812974042495e-05,-0.6274,-14.36,1.6325999999999998,-2.049999999999999,113.6876,18,2.049999999999999,2.049999999999999,0.9166666666666666,2.099791007725959,22,257.0744,0,3.4305999999999996,25.475,20,45.26588253939508,36.84136815416473,20,syllogism,True,RWKV,1400,,,,nonsense_wib_mact_boct^nonsense^invalid,nonsense_wib_mact_boct,2.0,False,False,False,
,valid,invalid,rwkv-4-1b5-pile,,,1.71,5.96,0.5,0.0001225039813793,-1.737,-12.5,-1.1154000000000002,2.016,114.2676,18,0.0,0.0,1.0,1.672549353064113,17,233.77,0,26.898999999999997,1.9124,10,43.43872966535249,45.82107184806108,2,syllogism,False,RWKV,1400,,,,nonsense_namp_clun_hamp^nonsense^valid,nonsense_namp_clun_hamp,1.0,True,False,True,
,valid,invalid,rwkv-4-1b5-pile,,,1.749,5.97,0.5,0.0001208605269518,-1.723,-12.52,-1.0804,2.035,113.8683,18,0.0,0.0,1.0,1.698169972062679,17,233.025,0,27.786000000000005,1.7834,10,42.08321149008961,45.25690559783705,2,syllogism,False,RWKV,1400,,,,nonsense_namp_clun_hamp^nonsense^valid,nonsense_namp_clun_hamp,2.0,True,False,True,
,invalid,valid,rwkv-4-1b5-pile,,,1.651,5.805,1.0,4.346503238144912e-05,-0.573,-14.64,1.203,-2.1000000000000014,114.661,18,2.1000000000000014,2.1000000000000014,0.9166666666666666,2.511932369585707,21,259.919,0,2.063,28.52200000000001,20,46.113858249646135,42.12844146486277,20,syllogism,True,RWKV,1400,,,,nonsense_trunt_om_jemp^nonsense^invalid,nonsense_trunt_om_jemp,1.0,False,False,True,
,invalid,valid,rwkv-4-1b5-pile,,,1.631,5.81,1.0,4.404898246850498e-05,-0.5605,-14.59,1.2205,-2.09,114.2384,18,2.130000000000001,2.130000000000001,0.9166666666666666,2.53078832410039,21,259.0425,0,1.9865,28.310999999999996,20,44.86192016928362,41.23558104682155,20,syllogism,True,RWKV,1400,,,,nonsense_trunt_om_jemp^nonsense^invalid,nonsense_trunt_om_jemp,2.0,False,False,True,
,valid,invalid,rwkv-4-1b5-pile,,,1.782,5.953,0.5,0.000126582278481,-1.74,-12.44,-1.0935,2.040000000000001,117.0259,18,0.0,0.0,1.0,1.666253960885918,17,233.278,0,26.20300000000001,2.2405,10,36.41461816317519,41.63419177869649,2,syllogism,False,RWKV,1400,,,,nonsense_vesk_foff_strod^nonsense^valid,nonsense_vesk_foff_strod,1.0,True,False,True,
,valid,invalid,rwkv-4-1b5-pile,,,1.849,5.96,0.5,0.0001289324394017,-1.722,-12.414,-1.0276999999999998,2.056000000000001,116.7908,18,0.0,0.0,1.0,1.6684804963960436,17,232.561,0,26.87600000000001,2.0437000000000003,10,36.871751648668834,40.67245059754653,2,syllogism,False,RWKV,1400,,,,nonsense_vesk_foff_strod^nonsense^valid,nonsense_vesk_foff_strod,2.0,True,False,True,
