correct,incorrect,model,unique_id,syllogism_name,order_first,is_valid,is_realistic,is_consistent,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
valid,invalid,gpt2,politicians_dishonest_lie^violate^valid,politicians_dishonest_lie,2,True,True,False,6.384748,6.0863934,0.06666666666666667,0.01020408163265306,-4.6681223,-6.3907394,1.8974687000000001,1.7791235999999993,69.0994194,8,0.0,0.0,0.08333333333333333,4.220856192132117,6,60.9689593,6,26.0949019,0.0,6,9.592941014079436,0.0,5
invalid,valid,gpt2,politicians_dishonest_lie^violate^invalid,politicians_dishonest_lie,1,False,True,False,6.3709106,6.0751452,0.0125,0.0023752969121140144,-6.615139,-8.217653,-1.9014129999999998,-1.7700440000000004,68.875923,8,1.0860764000000005,1.0860764000000005,1.0,0.7866872176925006,8,87.433622,0,0.0,26.128495850000007,0,1.9131792600202274e-15,9.6150413884457,7
invalid,valid,gpt2,politicians_dishonest_lie^violate^invalid,politicians_dishonest_lie,2,False,True,False,6.343633,6.0713673,0.011764705882352941,0.002331002331002331,-6.6437,-8.234249,-1.9041059999999996,-1.772049,69.0737297,8,1.1647569999999998,1.1647569999999998,1.0,0.6048545743891797,8,87.7997831,0,0.0,26.39390585,0,1.9397657765008697e-15,10.028791352599443,6
invalid,valid,gpt2,whales_mammals_big^consistent^invalid,whales_mammals_big,1,False,True,True,6.412341,6.20026,0.011363636363636364,0.0025188916876574307,-6.689537,-8.125317,-2.0444945999999993,-1.6494350000000004,69.4526358,8,0.7286683000000007,0.7286683000000007,1.0,0.8038362519006055,8,86.0559033,0,0.0,24.6647408,0,2.1705408014471316e-15,3.845238895447036,2
invalid,valid,gpt2,whales_mammals_big^consistent^invalid,whales_mammals_big,2,False,True,True,6.415389,6.210514,0.01282051282051282,0.002551020408163265,-6.6313806,-8.112101,-2.0141146,-1.658859699999999,69.18147689999999,8,0.6755469000000001,0.6755469000000001,1.0,0.8055862597435602,8,85.7881591,0,0.0,24.590557760000003,0,2.1014170808407355e-15,3.9745080002769795,2
valid,invalid,gpt2,whales_mammals_big^consistent^valid,whales_mammals_big,1,True,True,True,6.412081,6.219955,0.07142857142857142,0.009708737864077669,-4.610646,-6.440897,2.0224225999999996,1.6603960000000004,69.2178083,8,0.0,0.0,0.08333333333333333,4.183807549789668,6,61.14702220000001,6,24.616964,0.0,6,3.7080343819794623,0.0,0
valid,invalid,gpt2,whales_mammals_big^consistent^valid,whales_mammals_big,2,True,True,True,6.4159923,6.20179,0.0625,0.00980392156862745,-4.661173,-6.4384556,2.0558700000000005,1.6489804000000001,69.5665841,8,0.0,0.0,0.08333333333333333,4.163357227382001,6,61.328229799999995,6,24.625935099999992,0.0,6,3.404062712561798,0.0,0
invalid,valid,gpt2,whales_mammals_big^violate^invalid,whales_mammals_big,1,False,True,False,6.4442477,6.254265,0.0136986301369863,0.0026595744680851063,-6.5707145,-8.024822,-1.9665375000000003,-1.5860446000000001,68.7921894,8,0.7273026999999996,0.7273026999999996,1.0,0.8286488399270903,8,84.9302068,0,0.0,24.20078553,0,1.755532624412168e-15,3.839538197011148,7
invalid,valid,gpt2,whales_mammals_big^violate^invalid,whales_mammals_big,2,False,True,False,6.452212,6.237262,0.011627906976744186,0.002702702702702703,-6.678232,-8.003393,-1.9593580000000008,-1.5738567000000012,69.97558790000001,8,0.6931136999999996,0.6931136999999996,1.0,0.8204510509264451,8,85.42079919999999,0,0.0,23.740843500000004,0,1.9718684967567752e-15,3.395684677721102,7
valid,invalid,gpt2,whales_mammals_big^violate^valid,whales_mammals_big,1,True,True,False,6.4798174,6.2091465,0.058823529411764705,0.00909090909090909,-4.7684536,-6.5281353,1.9243698,1.5555787000000008,70.5935434,8,0.0,0.0,0.08333333333333333,4.139998849765817,6,62.33560433000001,6,23.404615070000002,0.0,6,7.136590314084875,0.0,5
valid,invalid,gpt2,whales_mammals_big^violate^valid,whales_mammals_big,2,True,True,False,6.466181,6.246708,0.06666666666666667,0.00909090909090909,-4.64487,-6.515697,2.0394056000000003,1.5644230000000006,69.32668410000001,8,0.0,0.0,0.08333333333333333,4.171869964404101,6,61.153288229999994,6,24.644754469999995,0.0,6,7.70863819356784,0.0,5
valid,invalid,gpt2,food_vegetables_healthy^violate^valid,food_vegetables_healthy,1,True,True,False,6.457206,6.309063,0.07142857142857142,0.011111111111111112,-4.5280614,-6.276818,1.8568875999999994,1.5569795000000006,68.9052669,8,0.0,0.0,0.08333333333333333,4.195130053083368,6,59.90629132,6,24.60382888,0.0,6,7.980477442855586,0.0,5
valid,invalid,gpt2,food_vegetables_healthy^violate^valid,food_vegetables_healthy,2,True,True,False,6.443308,6.3122487,0.06666666666666667,0.011235955056179775,-4.579834,-6.282465,1.790909,1.5753754999999998,69.4235747,8,0.0,0.0,0.08333333333333333,4.199290453361622,6,60.284718899999994,6,24.063718300000005,0.0,6,7.8695819194591765,0.0,5
invalid,valid,gpt2,food_vegetables_healthy^violate^invalid,food_vegetables_healthy,1,False,True,False,6.4106436,6.3112593,0.015873015873015872,0.002932551319648094,-6.444062,-7.853753,-1.8288877000000001,-1.5757026000000005,69.3705308,8,0.8013933,0.731026,1.0,0.8261627347492443,8,84.53707610000001,0,0.0,24.159582199999996,0,1.501701683397886e-15,6.5320191445989035,2
invalid,valid,gpt2,food_vegetables_healthy^violate^invalid,food_vegetables_healthy,2,False,True,False,6.4429083,6.313157,0.015384615384615385,0.002967359050445104,-6.430725,-7.8376474,-1.8569870000000002,-1.5630053999999998,69.2169189,8,0.8118382000000004,0.8118382000000004,1.0,0.830645026992075,8,84.6746905,0,0.0,24.48157652,0,1.5701029178365674e-15,7.760987613991461,6
valid,invalid,gpt2,food_vegetables_healthy^consistent^valid,food_vegetables_healthy,1,True,True,True,6.364728,6.2884684,0.07142857142857142,0.011494252873563218,-4.5437517,-6.2741804,1.9217758000000007,1.6395311000000001,69.2194455,8,0.0,0.0,0.08333333333333333,4.215090815260418,6,60.302898100000014,6,24.988972500000003,0.0,6,7.072720979851468,0.0,0
valid,invalid,gpt2,food_vegetables_healthy^consistent^valid,food_vegetables_healthy,2,True,True,True,6.406548,6.2902927,0.07142857142857142,0.011494252873563218,-4.4352126,-6.25513,1.9729614,1.6336515,68.468356,8,0.0,0.0,0.08333333333333333,4.215345724878877,6,59.53315055,6,25.449722449999996,0.0,6,7.223829907230181,0.0,0
invalid,valid,gpt2,food_vegetables_healthy^consistent^invalid,food_vegetables_healthy,1,False,True,True,6.365813,6.3021507,0.014925373134328358,0.002849002849002849,-6.4552245,-7.9115496,-1.9770050000000001,-1.6147095999999994,68.89296130000001,8,0.8007200999999995,0.8007200999999995,1.0,0.8238952927835712,8,85.3381667,0,0.0,25.281519879999998,0,1.974325443166435e-15,7.068504271951648,7
invalid,valid,gpt2,food_vegetables_healthy^consistent^invalid,food_vegetables_healthy,2,False,True,True,6.405775,6.304233,0.014925373134328358,0.0028653295128939827,-6.4581547,-7.8968043,-2.0226056999999997,-1.6047643000000003,68.8287017,8,0.8523961,0.8523961,1.0,0.818156382727265,8,85.47295530000001,0,0.0,25.65866945,0,2.034135288074287e-15,9.502699048033607,7
valid,invalid,gpt2,famous_wealthy_old^consistent^valid,famous_wealthy_old,1,True,True,True,6.4776754,6.204238,0.07692307692307693,0.010416666666666666,-4.6054206,-6.334737,1.8983383999999992,1.4991450000000004,69.76376789999999,8,0.0,0.0,0.08333333333333333,4.250242407625629,6,60.66049,6,23.681811699999997,0.0,6,10.689608334360175,0.0,5
valid,invalid,gpt2,famous_wealthy_old^consistent^valid,famous_wealthy_old,2,True,True,True,6.483892,6.2028985,0.08333333333333333,0.010101010101010102,-4.4932556,-6.390334,1.9664229999999998,1.4601439999999997,69.5034758,8,0.0,0.0,0.08333333333333333,4.224734910202963,6,60.61410552,6,23.638332579999993,0.0,6,10.36902684482546,0.0,5
invalid,valid,gpt2,famous_wealthy_old^consistent^invalid,famous_wealthy_old,1,False,True,True,6.466528,6.2174873,0.015873015873015872,0.0029940119760479044,-6.4226036,-7.8483076,-1.9874420000000006,-1.4610462000000002,69.0315957,8,0.7106018999999995,0.7106018999999995,1.0,0.8701368582568321,8,84.290959,0,0.0,24.061340550000004,0,1.6171053152364924e-15,11.409038854051309,6
invalid,valid,gpt2,famous_wealthy_old^consistent^invalid,famous_wealthy_old,2,False,True,True,6.4803658,6.2145357,0.015384615384615385,0.002976190476190476,-6.4648714,-7.85476,-2.0013657,-1.4370954999999999,69.71581139999999,8,0.6570988999999998,0.6570988999999998,1.0,0.8396562701500476,8,84.55383749999999,0,0.0,23.755975049999996,0,1.601844162741102e-15,11.003608509206217,6
valid,invalid,gpt2,famous_wealthy_old^violate^valid,famous_wealthy_old,1,True,True,False,6.525522,6.2569313,0.07142857142857142,0.011494252873563218,-4.5548897,-6.2745085,1.8534546,1.4488125000000007,68.92753269999999,8,0.0,0.0,0.08333333333333333,4.24669819476295,6,59.80798464,6,23.288963759999998,0.0,6,11.615231436503942,0.0,5
valid,invalid,gpt2,famous_wealthy_old^violate^valid,famous_wealthy_old,2,True,True,False,6.5394344,6.244996,0.08333333333333333,0.011363636363636364,-4.5420446,-6.2736683,1.8503189000000004,1.4692030000000003,68.93399860000001,8,0.0,0.0,0.08333333333333333,4.258485679008163,6,59.601275339999994,6,23.69649856,0.0,6,12.392331657599925,0.0,5
invalid,valid,gpt2,famous_wealthy_old^violate^invalid,famous_wealthy_old,1,False,True,False,6.5321417,6.250585,0.016129032258064516,0.0033112582781456954,-6.3878417,-7.7315235,-1.8935241999999999,-1.4418904999999995,68.63833269999999,8,0.8199102000000003,0.8199102000000003,1.0,0.8765029083619791,8,83.16961779999998,0,0.0,23.574373899999998,0,1.5736744695926679e-15,11.596707390821221,6
invalid,valid,gpt2,famous_wealthy_old^violate^invalid,famous_wealthy_old,2,False,True,False,6.512028,6.231532,0.014925373134328358,0.0033333333333333335,-6.4558764,-7.727892,-1.8813859000000006,-1.4375143999999995,69.0202522,8,0.8815685999999991,0.8815685999999991,1.0,0.8609152469047481,8,83.5133948,0,0.0,23.7269952,0,1.586111083949157e-15,12.11928717703216,6
valid,invalid,gpt2,vehicles_mobile_buildings^consistent^valid,vehicles_mobile_buildings,1,True,True,True,6.378378,6.1964893,0.06666666666666667,0.011764705882352941,-4.6535788,-6.2621913,1.6967315000000003,1.3843613000000001,68.7836606,8,0.0,0.0,0.08333333333333333,4.226581341567803,6,59.8069587,6,22.262080400000002,0.0,5,8.355408052188373,0.0,5
valid,invalid,gpt2,vehicles_mobile_buildings^consistent^valid,vehicles_mobile_buildings,2,True,True,True,6.3860035,6.224386,0.07142857142857142,0.011363636363636364,-4.6379857,-6.284893,1.5802307000000004,1.3571988,68.2415369,8,0.0,0.0,0.08333333333333333,4.231234635454194,6,59.5007656,6,21.525755700000005,0.0,6,8.607789365924095,0.0,5
invalid,valid,gpt2,vehicles_mobile_buildings^consistent^invalid,vehicles_mobile_buildings,1,False,True,True,6.4421926,6.1872625,0.01694915254237288,0.0035587188612099642,-6.3388376,-7.6661024,-1.6848602000000001,-1.4138450999999996,69.1482679,8,0.8991958000000002,0.6622526999999998,1.0,0.9288298148980579,8,81.73014530000002,0,0.0,22.11814504,0,1.5881725458818876e-15,9.200962763167263,6
invalid,valid,gpt2,vehicles_mobile_buildings^consistent^invalid,vehicles_mobile_buildings,2,False,True,True,6.395748,6.222242,0.018867924528301886,0.0035714285714285713,-6.233901,-7.6505547,-1.6309128,-1.3611421999999997,68.32900740000001,8,0.951735199999999,0.7672616000000003,1.0,0.91735693226052,8,81.33437060000001,0,0.0,21.854594800000005,0,1.5763159499614932e-15,8.419344484204611,6
valid,invalid,gpt2,vehicles_mobile_buildings^violate^valid,vehicles_mobile_buildings,1,True,True,False,6.3843684,6.2286034,0.07142857142857142,0.011494252873563218,-4.4773197,-6.2709556,1.7891922999999998,1.4727324,68.5067521,8,0.0,0.0,0.08333333333333333,4.230465517039663,6,59.3902124,6,23.4780847,0.0,6,10.404353996072501,0.0,5
valid,invalid,gpt2,vehicles_mobile_buildings^violate^valid,vehicles_mobile_buildings,2,True,True,False,6.461072,6.240818,0.07142857142857142,0.011764705882352941,-4.4832253,-6.2603602,1.6432497000000001,1.4624991999999999,68.5658818,8,0.0,0.0,0.08333333333333333,4.249219447876463,6,59.16256543,6,22.382076970000007,0.0,6,10.11549096032163,0.0,5
invalid,valid,gpt2,vehicles_mobile_buildings^violate^invalid,vehicles_mobile_buildings,1,False,True,False,6.408107,6.2496743,0.019230769230769232,0.0033003300330033004,-6.237627,-7.756175,-1.7173232999999994,-1.4874399999999994,68.7415663,8,0.8915727000000002,0.8915727000000002,1.0,0.9155270457330298,8,82.5472608,0,0.0,22.954123600000003,0,1.4959464040896575e-15,9.720156893037323,7
invalid,valid,gpt2,vehicles_mobile_buildings^violate^invalid,vehicles_mobile_buildings,2,False,True,False,6.3760376,6.235007,0.014925373134328358,0.0033003300330033004,-6.4631014,-7.753207,-1.8258744,-1.4746053999999997,69.2117411,8,0.8293510999999993,0.8293510999999993,1.0,0.863256915350708,8,83.58845120000001,0,0.0,23.556746800000003,0,1.5654942761457173e-15,8.018175101450275,7
valid,invalid,gpt2,nonsense_phrite_ing_pand^nonsense^valid,nonsense_phrite_ing_pand,1,True,False,True,6.7641897,6.424327,0.07692307692307693,0.012345679012345678,-4.475381,-6.2890606,1.6940535000000008,1.4225941000000004,70.6239801,8,0.0,0.0,0.08333333333333333,4.239702883392337,6,58.58611065000001,6,21.739421450000002,0.0,6,9.385633478896295,0.0,5
valid,invalid,gpt2,nonsense_phrite_ing_pand^nonsense^valid,nonsense_phrite_ing_pand,2,True,False,True,6.814357,6.4166336,0.08333333333333333,0.012048192771084338,-4.5060763,-6.301277,1.7299116999999997,1.4330150000000001,71.198004,8,0.0,0.0,0.08333333333333333,4.245001238785389,6,58.8342411,6,22.592572699999998,0.0,5,10.019544671210944,0.0,5
invalid,valid,gpt2,nonsense_bosp_jift_nup^nonsense^invalid,nonsense_bosp_jift_nup,1,False,False,True,6.662414,6.494993,0.014084507042253521,0.003278688524590164,-6.441949,-7.6727915,-1.9948730000000001,-1.3084604999999998,70.4240704,8,0.9679643000000002,0.9679643000000002,1.0,1.0026353848042597,8,81.5886104,0,0.0,22.45129737,0,2.0236657524558175e-15,7.003138218833921,2
invalid,valid,gpt2,nonsense_bosp_jift_nup^nonsense^invalid,nonsense_bosp_jift_nup,2,False,False,True,6.7055454,6.4942265,0.015151515151515152,0.0033222591362126247,-6.3546557,-7.6468463,-1.8743133000000007,-1.2954898000000004,70.77814550000001,8,0.8581123999999996,0.8581123999999996,1.0,0.9907832825942442,8,81.3003412,0,0.0,22.1712802,0,1.931759541098945e-15,8.405862887477733,2
valid,invalid,gpt2,nonsense_snid_ust_bem^nonsense^valid,nonsense_snid_ust_bem,1,True,False,False,6.719047,6.5003614,0.07142857142857142,0.012987012987012988,-4.585741,-6.2720127,1.9804764000000006,1.3405733,69.092147,8,0.0,0.0,0.08333333333333333,4.234036544234646,6,58.22286228000001,6,22.77156902,0.0,6,7.027348380142943,0.0,5
valid,invalid,gpt2,nonsense_snid_ust_bem^nonsense^valid,nonsense_snid_ust_bem,2,True,False,False,6.6753273,6.5035915,0.07142857142857142,0.01282051282051282,-4.6186895,-6.2797866,1.9214629999999993,1.3398470999999992,69.1681085,8,0.0,0.0,0.08333333333333333,4.2516901974864725,6,58.2681776,6,22.555917600000008,0.0,6,7.858739474092356,0.0,5
invalid,valid,gpt2,nonsense_nept_bript_jeft^nonsense^invalid,nonsense_nept_bript_jeft,1,False,False,False,6.6948185,6.520726,0.015873015873015872,0.003401360544217687,-6.412509,-7.624812,-2.065689,-1.3031880000000005,69.5303706,8,0.9272387000000002,0.9272387000000002,1.0,0.9799693535973517,8,81.31008630000001,0,0.0,23.010341,0,1.8146013294901763e-15,11.7117699731299,7
invalid,valid,gpt2,nonsense_nept_bript_jeft^nonsense^invalid,nonsense_nept_bript_jeft,2,False,False,False,6.7292085,6.5256634,0.016129032258064516,0.003401360544217687,-6.3121605,-7.632527,-1.9385529000000004,-1.3256479999999993,70.19653439999999,8,0.7768440999999995,0.7768440999999995,1.0,0.9913618607672527,8,81.0410991,0,0.0,22.53657053,0,1.7219409816456738e-15,11.876205734007762,6
valid,invalid,gpt2,nonsense_sclack_chask_pron^nonsense^valid,nonsense_sclack_chask_pron,1,True,False,True,6.7105064,6.514131,0.1,0.012195121951219513,-4.344014,-6.2906303,2.1850510000000005,1.4442673,69.76036779999998,8,0.0,0.0,0.08333333333333333,4.259888614520069,6,58.61204226,6,23.90060654,0.0,7,5.655781022141899,0.0,5
valid,invalid,gpt2,nonsense_sclack_chask_pron^nonsense^valid,nonsense_sclack_chask_pron,2,True,False,True,6.704063,6.5143948,0.1,0.011764705882352941,-4.283037,-6.3087697,2.2020419999999996,1.4141012999999996,69.1082066,8,0.0,0.0,0.08333333333333333,4.2769625111559755,6,58.17330326,6,24.30195444,0.0,6,6.397508910569236,0.0,5
invalid,valid,gpt2,nonsense_stope_unt_gleck^nonsense^invalid,nonsense_stope_unt_gleck,1,False,False,True,6.5899715,6.4489727,0.017241379310344827,0.0032679738562091504,-6.3624835,-7.667016,-2.0634232,-1.3616010000000003,68.7537654,8,0.7795334,0.7795334,1.0,0.9705876333027444,8,82.1149598,0,0.0,23.13100337,0,1.928578900730497e-15,12.751139917265537,7
invalid,valid,gpt2,nonsense_stope_unt_gleck^nonsense^invalid,nonsense_stope_unt_gleck,2,False,False,True,6.5755563,6.458205,0.016666666666666666,0.003215434083601286,-6.358243,-7.6848044,-2.0322495,-1.3856368000000003,68.8028793,8,0.7668609500000003,0.7668609500000003,1.0,0.970172673115285,8,82.01278660000001,0,0.0,23.178132249999997,0,1.8849163656606546e-15,13.227765477258501,7
valid,invalid,gpt2,nonsense_gluff_caft_jint^nonsense^valid,nonsense_gluff_caft_jint,1,True,False,False,6.777419,6.5049305,0.07142857142857142,0.010752688172043012,-4.5317345,-6.3936114,2.0414735000000004,1.2646375999999995,71.25259689999999,8,0.0,0.0,0.08333333333333333,4.1890092221100765,6,59.718625599999996,6,22.6001909,0.0,7,9.572846239646411,0.0,5
valid,invalid,gpt2,nonsense_gluff_caft_jint^nonsense^valid,nonsense_gluff_caft_jint,2,True,False,False,6.8212204,6.5068836,0.08333333333333333,0.010752688172043012,-4.4435477,-6.3907146,2.0590287,1.2910804000000002,71.12536899999999,8,0.0,0.0,0.08333333333333333,4.242601890547528,6,59.20304087000001,6,22.951415729999994,0.0,7,11.667855654379855,0.0,5
invalid,valid,gpt2,nonsense_fleff_drap_ved^nonsense^invalid,nonsense_fleff_drap_ved,1,False,False,False,6.7283764,6.482004,0.017857142857142856,0.0033333333333333335,-6.2295284,-7.640889,-1.7979734,-1.2981965999999998,69.1421172,8,0.8394624999999998,0.8394624999999998,1.0,1.1066913254861468,8,80.1407039,0,0.0,21.83471738,0,1.5835171203522067e-15,10.885461114761327,6
invalid,valid,gpt2,nonsense_fleff_drap_ved^nonsense^invalid,nonsense_fleff_drap_ved,2,False,False,False,6.743,6.4775734,0.017857142857142856,0.0033333333333333335,-6.2359166,-7.649744,-1.7557983000000004,-1.2933792999999998,69.9998007,8,0.8385735999999997,0.8385735999999997,1.0,1.1068397111435078,8,80.0549438,0,0.0,21.32497482,0,1.535001660104733e-15,10.286335570984054,6
valid,invalid,gpt2,nonsense_paft_usp_cesk^nonsense^valid,nonsense_paft_usp_cesk,1,True,False,True,6.6088643,6.4253583,0.09090909090909091,0.010101010101010102,-4.31543,-6.411314,1.9840929999999997,1.4672859999999996,69.8488057,8,0.0,0.0,0.08333333333333333,4.233527195110916,6,59.51908462,6,23.26318768,0.0,6,10.16659704871418,0.0,5
valid,invalid,gpt2,nonsense_paft_usp_cesk^nonsense^valid,nonsense_paft_usp_cesk,2,True,False,True,6.608111,6.441164,0.07142857142857142,0.010309278350515464,-4.5152035,-6.3938913,1.9434050999999997,1.4352684,70.04049529999999,8,0.0,0.0,0.08333333333333333,4.228294372293411,6,59.8543394,6,22.927536999999997,0.0,6,10.50570452268665,0.0,5
invalid,valid,gpt2,nonsense_trime_dimp_mag^nonsense^invalid,nonsense_trime_dimp_mag,1,False,False,True,6.72157,6.499614,0.01694915254237288,0.003205128205128205,-6.367754,-7.6966877,-1.9952163999999994,-1.4095716999999999,70.2792978,8,0.8826370000000003,0.8826370000000003,1.0,1.0127244674274394,8,81.83782110000001,0,0.0,23.263239869999996,0,1.8795070462338583e-15,9.038133050098761,2
invalid,valid,gpt2,nonsense_trime_dimp_mag^nonsense^invalid,nonsense_trime_dimp_mag,2,False,False,True,6.63842,6.505397,0.01694915254237288,0.003205128205128205,-6.3587904,-7.694293,-2.0686417000000006,-1.4121113000000003,69.5487002,8,0.9448393999999993,0.9448393999999993,1.0,0.9460749849463286,8,81.9583558,0,0.0,23.624078980000004,0,1.949920032195763e-15,9.320991677223379,7
valid,invalid,gpt2,nonsense_kemp_clud_thrund^nonsense^valid,nonsense_kemp_clud_thrund,1,True,False,False,6.855672,6.4479423,0.1,0.011627906976744186,-4.4212875,-6.3447022,2.524292,1.4585157999999998,71.50347880000001,8,0.0,0.0,0.08333333333333333,4.276529084985986,6,59.6246798,6,25.076396499999998,0.0,9,8.218868110228117,0.0,5
valid,invalid,gpt2,nonsense_kemp_clud_thrund^nonsense^valid,nonsense_kemp_clud_thrund,2,True,False,False,6.7077775,6.4445505,0.09090909090909091,0.011235955056179775,-4.3914337,-6.3519053,2.5033493,1.4544239999999995,69.56281870000001,8,0.0,0.0,0.08333333333333333,4.266776842826674,6,58.971217,6,25.367163199999997,0.0,6,6.580436348350159,0.0,3
invalid,valid,gpt2,nonsense_frupt_liff_blop^nonsense^invalid,nonsense_frupt_liff_blop,1,False,False,False,6.779253,6.4574094,0.01818181818181818,0.003484320557491289,-6.2198,-7.6011677,-1.7109985000000005,-1.3338737000000007,69.9090845,8,1.0106639999999993,1.0106639999999993,1.0,0.9502502242943259,8,80.8185898,0,0.0,22.045027800000007,0,1.6906078875398354e-15,10.439587412728455,7
invalid,valid,gpt2,nonsense_frupt_liff_blop^nonsense^invalid,nonsense_frupt_liff_blop,2,False,False,False,6.7173147,6.456917,0.017543859649122806,0.0035971223021582736,-6.265153,-7.569976,-1.7981262999999998,-1.3089715999999996,68.5544697,8,1.0372791000000001,1.0372791000000001,1.0,0.9617524367772278,8,80.8975389,0,0.0,22.750917349999998,0,1.782537387586117e-15,11.112556258145544,7
valid,invalid,gpt2,nonsense_gand_yusp_druff^nonsense^valid,nonsense_gand_yusp_druff,1,True,False,True,6.758855,6.4974947,0.07142857142857142,0.0125,-4.5716333,-6.3053193,1.6022416999999995,1.3025957000000004,70.0711592,8,0.0,0.0,0.08333333333333333,4.249918516429857,6,58.943097179999995,6,21.304348119999997,0.0,6,14.371102592951235,0.0,3
valid,invalid,gpt2,nonsense_gand_yusp_druff^nonsense^valid,nonsense_gand_yusp_druff,2,True,False,True,6.7721453,6.483795,0.07142857142857142,0.01282051282051282,-4.708853,-6.2974625,1.5475766999999996,1.3332948,70.1128144,8,0.0,0.0,0.08333333333333333,4.250052602251414,6,59.10453329999999,6,21.3992111,0.0,6,14.788134195023733,0.0,5
invalid,valid,gpt2,nonsense_glap_phropt_soff^nonsense^invalid,nonsense_glap_phropt_soff,1,False,False,True,6.855298,6.4863663,0.017241379310344827,0.003236245954692557,-6.2983723,-7.6967387,-1.7756957999999994,-1.3551001000000005,72.3072874,8,0.6433163000000008,0.6433163000000008,1.0,1.0125871324922502,8,81.0234503,0,0.0,21.14159376,0,1.5028956829421303e-15,11.379776550011284,7
invalid,valid,gpt2,nonsense_glap_phropt_soff^nonsense^invalid,nonsense_glap_phropt_soff,2,False,False,True,6.815136,6.4786134,0.018518518518518517,0.0033003300330033004,-6.1952143,-7.6770735,-1.6582033000000003,-1.3496055,71.6179279,8,0.8367918999999997,0.8367918999999997,1.0,1.0805260195624258,8,80.6829836,0,0.0,21.338537700000003,0,1.4597006352785727e-15,13.199100225474485,7
valid,invalid,gpt2,nonsense_vonk_jang_fress^nonsense^valid,nonsense_vonk_jang_fress,1,True,False,False,6.6594415,6.466236,0.07692307692307693,0.011235955056179775,-4.612356,-6.3610024,1.6568604999999996,1.2796320999999997,69.9957427,8,0.0,0.0,0.08333333333333333,4.235992972167579,6,59.08561017,6,21.353400030000003,0.0,6,10.650158799860282,0.0,5
valid,invalid,gpt2,nonsense_vonk_jang_fress^nonsense^valid,nonsense_vonk_jang_fress,2,True,False,False,6.6185684,6.4902077,0.07692307692307693,0.011111111111111112,-4.5115566,-6.3577485,1.6898194000000002,1.2692428000000007,69.7154816,8,0.0,0.0,0.08333333333333333,4.253797689347888,6,58.912471530000005,6,21.52870627,0.0,6,12.06022494375251,0.0,5
invalid,valid,gpt2,nonsense_zint_thade_snaff^nonsense^invalid,nonsense_zint_thade_snaff,1,False,False,False,6.7006483,6.4711447,0.018518518518518517,0.003436426116838488,-6.161233,-7.6197634,-1.6235276,-1.3002874000000002,70.7731244,8,0.7179593,0.7179593,1.0,1.0496447076280766,8,79.92521679999999,0,0.0,20.52795256,0,1.4306676502339042e-15,11.679036033178036,7
invalid,valid,gpt2,nonsense_zint_thade_snaff^nonsense^invalid,nonsense_zint_thade_snaff,2,False,False,False,6.7414465,6.4921274,0.015625,0.0034129692832764505,-6.3545704,-7.641696,-1.8267898999999996,-1.3145447,71.1168568,8,0.7570534000000002,0.7570534000000002,1.0,0.9577306099648305,8,80.7019282,0,0.0,21.1439273,0,1.5615490111210053e-15,11.248416287145622,7
valid,invalid,gpt2,nonsense_yoct_fisk_nand^nonsense^valid,nonsense_yoct_fisk_nand,1,True,False,True,6.6362267,6.473371,0.07142857142857142,0.011494252873563218,-4.5719967,-6.3177733,1.8904037000000002,1.4766450000000004,69.3185206,8,0.0,0.0,0.08333333333333333,4.247601237986236,6,59.12147304999999,6,23.677153750000002,0.0,7,13.41304470918633,0.0,5
valid,invalid,gpt2,nonsense_yoct_fisk_nand^nonsense^valid,nonsense_yoct_fisk_nand,2,True,False,True,6.665493,6.478168,0.07142857142857142,0.011904761904761904,-4.590307,-6.309847,1.8303225000000003,1.4650329999999991,69.46884250000001,8,0.0,0.0,0.08333333333333333,4.248393794508047,6,59.01885875000001,6,23.44799135,0.0,7,13.589133399327876,0.0,3
invalid,valid,gpt2,nonsense_flact_frep_blen^nonsense^invalid,nonsense_flact_frep_blen,1,False,False,True,6.6532784,6.4398217,0.015384615384615385,0.0031847133757961785,-6.377963,-7.7230673,-1.9366836000000003,-1.4142573,70.9805013,8,0.7705385999999996,0.7705385999999996,1.0,0.9123226391480563,8,82.4751949,0,0.0,22.947485039999997,0,1.7491986376889243e-15,8.674964277486211,7
invalid,valid,gpt2,nonsense_flact_frep_blen^nonsense^invalid,nonsense_flact_frep_blen,2,False,False,True,6.6281204,6.437249,0.015384615384615385,0.003257328990228013,-6.409029,-7.6898766,-2.0245056000000003,-1.4013929999999997,69.7374147,8,0.8253098999999997,0.8253098999999997,1.0,0.9377758340445371,8,82.3300492,0,0.0,23.662991529999996,0,1.8110570923937286e-15,10.393549229988249,7
